Representative,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified
Tommy Tuberville,2023-11-16,2023-10-17,TSLA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,AMAT,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,TSLA,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,SWKS,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,UNP,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,ROK,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,MCO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,META,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,PHM,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,TXN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,CBSH,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,CSX,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,NSC,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,MRK,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,CRUS,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,ODFL,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,GSK,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,RRC,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,GIS,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,A,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,JNJ,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,ADP,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,JKHY,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,SKY,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-16,DIOD,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,LPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,TXN,Sale (Partial),"$50,001 - $100,000",Senate,50001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,TXN,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,KR,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,TXN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,NU,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,X,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,TXN,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,X,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,LPX,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,TXN,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,TXN,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,X,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,TXN,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,LPX,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-11,TXN,Sale (Partial),"$50,001 - $100,000",Senate,50001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-03,KR,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2023-11-17
John Boozman,2023-11-07,2023-10-05,AES,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-07
Thomas R. Carper,2023-11-02,2023-10-20,HDGE,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2023-11-02
Thomas R. Carper,2023-11-02,2023-10-20,HDGE,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2023-11-02
Thomas R. Carper,2023-11-02,2023-10-20,PSQ,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-11-02
Thomas R. Carper,2023-11-02,2023-10-20,HDGE,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2023-11-02
Thomas R. Carper,2023-11-02,2023-10-20,PSQ,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-11-02
Thomas R. Carper,2023-11-02,2023-10-20,PSQ,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-11-02
Thomas R. Carper,2023-11-02,2023-10-04,GPCR,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-11-02
Thomas R. Carper,2023-11-02,2023-10-04,RVNC,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,DE,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,GOOGL,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,ADBE,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,COST,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,EMR,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,AZO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,NVDA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,ELV,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,SHW,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,AMAT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,BLK,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,COP,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,ABT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,PG,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,MSFT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,TXN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,NKE,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,AAPL,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,UNP,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,LRCX,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,PANW,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,GS,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,CSX,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,BSX,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,HLT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,PEP,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,MA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,AXP,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,FI,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,UNH,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,CRM,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,SBUX,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,KO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,STZ,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,AMZN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,HON,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,JPM,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,ZTS,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,V,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,LLY,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,CMCSA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,CAT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,ICE,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,HD,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,CVX,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,RTX,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,SPGI,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,EW,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,META,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,BRK.B,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,CMG,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,TMO,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-02
Markwayne Mullin,2023-11-01,2023-10-03,AMD,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-02
J.D. Vance,2023-10-23,2023-10-03,WMT,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-23
Pete Ricketts,2023-10-20,2023-09-21,PG,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,MCD,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,KO,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,CF,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,CVS,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,ABT,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,BRK.B,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,WAL,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,MRK,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,EMR,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,ADP,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,VZ,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,UNH,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,YUM,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,PM,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,MDT,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,PNC,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,PLD,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,JNJ,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,UNP,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,EQNR,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,NTR,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,CUBE,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,GD,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-10-20
Pete Ricketts,2023-10-20,2023-09-21,APA,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-10-20
Sheldon Whitehouse,2023-10-17,2023-09-20,MMM,Sale (Full),"$15,001 - $50,000",Senate,15001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,LLY,Purchase,"$15,001 - $50,000",Senate,15001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,PYPL,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,C,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,NVS,Purchase,"$15,001 - $50,000",Senate,15001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,VZ,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,KVUE,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,T,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,INTC,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,WBD,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,IR,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,MET,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,WBD,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,BTO,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,TSLA,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,SQ,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-10-18
Sheldon Whitehouse,2023-10-17,2023-09-20,T,Sale (Full),"$15,001 - $50,000",Senate,15001.0,D,2023-10-18
Shelley Moore Capito,2023-10-14,2023-09-27,SPGI,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Shelley Moore Capito,2023-10-14,2023-09-22,UNH,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Shelley Moore Capito,2023-10-14,2023-09-22,ACN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Shelley Moore Capito,2023-10-14,2023-09-21,RTX,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-28,KR,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-20,CLX,Purchase,"$100,001 - $250,000",Senate,100001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-18,FITB,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-18,TXN,Purchase,"$100,001 - $250,000",Senate,100001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-18,LPX,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-18,TXN,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-18,PARA,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-18,PARA,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-15,KMB,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-14,CLF,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-14,TXN,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-13,INTC,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-13,QCOM,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2023-10-15
Tommy Tuberville,2023-10-13,2023-09-13,QCOM,Sale (Full),"$250,001 - $500,000",Senate,250001.0,R,2023-10-15
Markwayne Mullin,2023-10-12,2023-09-18,COST,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,FI,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,NVDA,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,NKE,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,GS,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,LRCX,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,SBUX,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,SHW,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,TXN,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,MA,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,GOOGL,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
Markwayne Mullin,2023-10-12,2023-09-13,COP,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-10-13
